SSA,SSA-ids,USA,VP,asr,asr-conf,asr-dist,asr-time,attempt,avg-asr-conf,avg-asr-dist,avg-length,barge-in,count-SSA-ASKCONFIRM,count-SSA-ASKFORINFO,count-SSA-CONFIRM,count-SSA-DETAILS,count-SSA-INFO,count-SSA-NAV,count-SSA-SORRY,count-SSA-WELCOME,count-barge-in,count-words-sum,count-words-system,count-words-user,end,label,length,rating,rating-avgLinear,rating-closest,rating-closestAfter,rating-complete,rating-latest,rating-latestInTurn,speakers,start,task,text-system,text-user,turn,words-sum,words-system,words-user,rating-closestAfterOrLatest,pc-1-1,pc-2-1,pc-2-2,pc-3-1,pc-3-2,pc-3-3,pc-4-1,pc-4-2,pc-4-3,pc-4-4,pc-5-1,pc-5-2,pc-5-3,pc-5-4,pc-5-5,pc-6-1,pc-6-2,pc-6-3,pc-6-4,pc-6-5,pc-6-6,pc-7-1,pc-7-2,pc-7-3,pc-7-4,pc-7-5,pc-7-6,pc-7-7,pc-8-1,pc-8-2,pc-8-3,pc-8-4,pc-8-5,pc-8-6,pc-8-7,pc-8-8,pc-9-1,pc-9-2,pc-9-3,pc-9-4,pc-9-5,pc-9-6,pc-9-7,pc-9-8,pc-9-9,SSA-ASKCONFIRM,SSA-ASKFORINFO,SSA-DETAILS,SSA-INFO,SSA-NAV,SSA-SORRY,SSA-WELCOME
SORRY ASKFORINFO,12,0,7,,0.0,-1.0,,3,,,8.066666666666666,0,0,6,0,0,3,4,1,1,0.0,228.0,228.0,0.0,135,713,7,2.0,,,,,2.0,,s,128,1,Entschuldigung ich konnte Sie leider nicht verstehen. Am besten nennen Sie mir ein Stichwort oder einen kurzen Satz. Bitte wieder-,,713,20,20,0,2.0,-0.431883136608164,-0.431883136608164,-3.1283497681757213,-0.431883136608164,-3.1283497681757213,5.959698768021005,-0.431883136608164,-3.1283497681757213,5.959698768021005,-0.9779696063592456,-0.431883136608164,-3.1283497681757213,5.959698768021005,-0.9779696063592456,-5.136436218568831,-0.431883136608164,-3.1283497681757213,5.959698768021005,-0.9779696063592456,-5.136436218568831,-1.7181558340920386,-0.431883136608164,-3.1283497681757213,5.959698768021005,-0.9779696063592456,-5.136436218568831,-1.7181558340920386,0.8608533954053801,-0.431883136608164,-3.1283497681757213,5.959698768021005,-0.9779696063592456,-5.136436218568831,-1.7181558340920386,0.8608533954053801,-0.206546048533506,-0.431883136608164,-3.1283497681757213,5.959698768021005,-0.9779696063592456,-5.136436218568831,-1.7181558340920386,0.8608533954053801,-0.206546048533506,0.13309959363097204,0.0,1.0,0.0,1.0,0.0,1.0,0.0
,0,1,7,bonus programm,66.0,12.0,25.0,3,66.0,12.0,8.941176470588236,0,0,6,0,0,3,4,1,1,0.0,229.0,228.0,1.0,24,713,1,2.0,,,,,2.0,,u,23,1,,Punktestand.,713,1,0,1,2.0,2.1774094297353335,2.1774094297353335,-5.377063220986017,2.1774094297353335,-5.377063220986017,4.878877715865319,2.1774094297353335,-5.377063220986017,4.878877715865319,-0.12568749863469417,2.1774094297353335,-5.377063220986017,4.878877715865319,-0.12568749863469417,-4.45321720572732,2.1774094297353335,-5.377063220986017,4.878877715865319,-0.12568749863469417,-4.45321720572732,-2.6703313166727036,2.1774094297353335,-5.377063220986017,4.878877715865319,-0.12568749863469417,-4.45321720572732,-2.6703313166727036,2.2053719646765053,2.1774094297353335,-5.377063220986017,4.878877715865319,-0.12568749863469417,-4.45321720572732,-2.6703313166727036,2.2053719646765053,0.5997561221971968,2.1774094297353335,-5.377063220986017,4.878877715865319,-0.12568749863469417,-4.45321720572732,-2.6703313166727036,2.2053719646765053,0.5997561221971968,0.027224177183209,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0,1,7,,0.0,-1.0,,3,66.0,12.0,8.61111111111111,0,0,6,0,0,3,4,1,1,0.0,230.0,228.0,2.0,48,713,3,2.0,,,,,2.0,,u,45,1,,Punkteprogramm.,713,1,0,1,2.0,0.2804530984545415,0.2804530984545415,-3.3804790594401504,0.2804530984545415,-3.3804790594401504,6.300846395274856,0.2804530984545415,-3.3804790594401504,6.300846395274856,-1.44058043798165,0.2804530984545415,-3.3804790594401504,6.300846395274856,-1.44058043798165,-4.646059797266958,0.2804530984545415,-3.3804790594401504,6.300846395274856,-1.44058043798165,-4.646059797266958,-1.5904883382435655,0.2804530984545415,-3.3804790594401504,6.300846395274856,-1.44058043798165,-4.646059797266958,-1.5904883382435655,0.529123759587363,0.2804530984545415,-3.3804790594401504,6.300846395274856,-1.44058043798165,-4.646059797266958,-1.5904883382435655,0.529123759587363,-0.10485173197348358,0.2804530984545415,-3.3804790594401504,6.300846395274856,-1.44058043798165,-4.646059797266958,-1.5904883382435655,0.529123759587363,-0.10485173197348358,-0.08815891685471772,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0,1,7,ich mochte mein bonus punktestand nutzen,57.0,32.0,90.0,3,61.5,22.0,8.263157894736842,1,0,6,0,0,3,4,1,1,1.0,233.0,230.0,3.0,89,713,2,2.0,,,,,2.0,,s u,87,1,Xtra Roaming,Bonusprogramme.,713,3,2,1,2.0,4.23916770430093,4.23916770430093,-7.606586709464591,4.23916770430093,-7.606586709464591,2.3911328914066257,4.23916770430093,-7.606586709464591,2.3911328914066257,2.227146368166454,4.23916770430093,-7.606586709464591,2.3911328914066257,2.227146368166454,-6.354787903543342,4.23916770430093,-7.606586709464591,2.3911328914066257,2.227146368166454,-6.354787903543342,-2.2750031278080622,4.23916770430093,-7.606586709464591,2.3911328914066257,2.227146368166454,-6.354787903543342,-2.2750031278080622,2.4434312828699527,4.23916770430093,-7.606586709464591,2.3911328914066257,2.227146368166454,-6.354787903543342,-2.2750031278080622,2.4434312828699527,3.9807064078997216,4.23916770430093,-7.606586709464591,2.3911328914066257,2.227146368166454,-6.354787903543342,-2.2750031278080622,2.4434312828699527,3.9807064078997216,-0.03222513951698571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0,1,7,,0.0,-1.0,,3,61.5,22.0,7.95,1,0,6,0,0,3,4,1,1,2.0,240.0,232.0,8.0,115,713,2,2.0,,,,,2.0,,u s,113,1,Sie haben,Ich möchte meinen Bonuspunktestand wissen.,713,7,2,5,2.0,1.7755090814244072,1.7755090814244072,-3.670007213939168,1.7755090814244072,-3.670007213939168,5.4167238784703855,1.7755090814244072,-3.670007213939168,5.4167238784703855,-0.758655651872819,1.7755090814244072,-3.670007213939168,5.4167238784703855,-0.758655651872819,-6.196481445078555,1.7755090814244072,-3.670007213939168,5.4167238784703855,-0.758655651872819,-6.196481445078555,0.23656985853488127,1.7755090814244072,-3.670007213939168,5.4167238784703855,-0.758655651872819,-6.196481445078555,0.23656985853488127,-1.2847331696668414,1.7755090814244072,-3.670007213939168,5.4167238784703855,-0.758655651872819,-6.196481445078555,0.23656985853488127,-1.2847331696668414,-0.6537567836082027,1.7755090814244072,-3.670007213939168,5.4167238784703855,-0.758655651872819,-6.196481445078555,0.23656985853488127,-1.2847331696668414,-0.6537567836082027,0.029884149455922583,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0,4,7,,0.0,-1.0,,3,61.5,22.0,7.666666666666667,0,0,6,0,0,3,4,1,1,2.0,247.0,232.0,15.0,125,713,2,2.0,,,,,2.0,,u,123,1,,Na Punktestand hab' ich doch auch ge-,713,7,0,7,2.0,1.36847188887552,1.36847188887552,-3.757867042533373,1.36847188887552,-3.757867042533373,6.016003727298682,1.36847188887552,-3.757867042533373,6.016003727298682,-0.8321703119009154,1.36847188887552,-3.757867042533373,6.016003727298682,-0.8321703119009154,-4.751760187334967,1.36847188887552,-3.757867042533373,6.016003727298682,-0.8321703119009154,-4.751760187334967,-2.242023776411944,1.36847188887552,-3.757867042533373,6.016003727298682,-0.8321703119009154,-4.751760187334967,-2.242023776411944,-1.8493536697860609,1.36847188887552,-3.757867042533373,6.016003727298682,-0.8321703119009154,-4.751760187334967,-2.242023776411944,-1.8493536697860609,-1.3466862018333046,1.36847188887552,-3.757867042533373,6.016003727298682,-0.8321703119009154,-4.751760187334967,-2.242023776411944,-1.8493536697860609,-1.3466862018333046,0.08203990072688645,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASKFORINFO WELCOME NAV,1,0,7,,0.0,-1.0,,1,,,23.0,0,0,1,0,0,0,1,0,1,0.0,53.0,53.0,0.0,23,721,23,4.0,4.0,,,,4.0,4.0,s,0,2,#NS Herzlich willkommen beim Kundenservice der Telekom. Schön dass Sie unser Kunde sind. Dieser Anruf ist kostenfrei. Sie können bei mir wie bei einem Kundenberater Ihre Tarifeinstellungen ändern und sich informieren. Sie steuern mich indem Sie mit mir sprechen. Wenn Sie wollen unterbrechen Sie mich einfach. Bitte nennen Sie mir jetzt Ihr Anliegen.,,721,53,53,0,4.0,-1.5018121671051774,-1.5018121671051774,-0.6728901076670011,-1.5018121671051774,-0.6728901076670011,0.5671628535709389,-1.5018121671051774,-0.6728901076670011,0.5671628535709389,0.29166765831474717,-1.5018121671051774,-0.6728901076670011,0.5671628535709389,0.29166765831474717,0.9353108043604972,-1.5018121671051774,-0.6728901076670011,0.5671628535709389,0.29166765831474717,0.9353108043604972,0.668330803606507,-1.5018121671051774,-0.6728901076670011,0.5671628535709389,0.29166765831474717,0.9353108043604972,0.668330803606507,0.09584377689174482,-1.5018121671051774,-0.6728901076670011,0.5671628535709389,0.29166765831474717,0.9353108043604972,0.668330803606507,0.09584377689174482,0.27454934720246515,-1.5018121671051774,-0.6728901076670011,0.5671628535709389,0.29166765831474717,0.9353108043604972,0.668330803606507,0.09584377689174482,0.27454934720246515,0.054387157671214395,0.0,1.0,0.0,1.0,1.0,0.0,1.0
ASKFORINFO,4,0,7,,0.0,-1.0,,1,,,18.666666666666668,0,0,2,0,0,0,1,0,1,0.0,122.0,122.0,0.0,58,721,31,4.0,,,,,4.0,,s,27,2,Okay Tarife. Hier bei mir können Sie sich allgemein und detailliert über unsere Tarife und Optionen informieren. Für allgemeine Informationen sagen Sie bitte Infos über Tarife oder Infos über Optionen. Wenn Sie etwas Bestimmtes interessiert können Sie das auch gleich direkt in einem kurzen Satz sagen. Zum Beispiel ich möchte Informationen über den Tarif Xtra Nonstop oder ich möchte Infos zu Xtra Weekend. Was kann ich für Sie tun?,,721,69,69,0,4.0,-2.0835515542082046,-2.0835515542082046,-0.8593537949743864,-2.0835515542082046,-0.8593537949743864,0.25628486185567756,-2.0835515542082046,-0.8593537949743864,0.25628486185567756,0.6108790243738701,-2.0835515542082046,-0.8593537949743864,0.25628486185567756,0.6108790243738701,0.7307870269753176,-2.0835515542082046,-0.8593537949743864,0.25628486185567756,0.6108790243738701,0.7307870269753176,0.6486934421747783,-2.0835515542082046,-0.8593537949743864,0.25628486185567756,0.6108790243738701,0.7307870269753176,0.6486934421747783,0.04926335686395795,-2.0835515542082046,-0.8593537949743864,0.25628486185567756,0.6108790243738701,0.7307870269753176,0.6486934421747783,0.04926335686395795,0.02035938651604822,-2.0835515542082046,-0.8593537949743864,0.25628486185567756,0.6108790243738701,0.7307870269753176,0.6486934421747783,0.04926335686395795,0.02035938651604822,0.005548182042669574,0.0,1.0,0.0,1.0,0.0,0.0,0.0
SORRY ASKFORINFO,12,0,7,,0.0,-1.0,,1,,,12.8,0,0,3,0,0,0,1,1,1,0.0,138.0,138.0,0.0,74,721,7,4.0,,,,,4.0,,s,67,2,Am besten nennen Sie mir ein Stichwort oder einen kurzen Satz. Bitte wiederholen Sie Ihr Anliegen.,,721,16,16,0,4.0,-0.32922000406592866,-0.32922000406592866,0.3331890117883121,-0.32922000406592866,0.3331890117883121,1.0037948415724638,-0.32922000406592866,0.3331890117883121,1.0037948415724638,0.1398329304999135,-0.32922000406592866,0.3331890117883121,1.0037948415724638,0.1398329304999135,0.7806944723475283,-0.32922000406592866,0.3331890117883121,1.0037948415724638,0.1398329304999135,0.7806944723475283,0.30517582235669644,-0.32922000406592866,0.3331890117883121,1.0037948415724638,0.1398329304999135,0.7806944723475283,0.30517582235669644,0.13212266241569995,-0.32922000406592866,0.3331890117883121,1.0037948415724638,0.1398329304999135,0.7806944723475283,0.30517582235669644,0.13212266241569995,0.6343779905642951,-0.32922000406592866,0.3331890117883121,1.0037948415724638,0.1398329304999135,0.7806944723475283,0.30517582235669644,0.13212266241569995,0.6343779905642951,0.03730894591468923,0.0,1.0,0.0,1.0,0.0,1.0,0.0
INFO ASKFORINFO,6,0,7,,0.0,-1.0,,1,,,11.0,0,0,4,0,0,1,1,1,1,0.0,163.0,163.0,0.0,90,721,12,4.0,,4.0,4.0,4.0,4.0,,s,78,2,Ihr derzeitiger Tarif ist Xtra Nonstop. Die Option Xtra Nonstop ist aktiviert. Wenn Sie auch Ihre anderen Einstellungen erfahren möchten dann sagen Sie einfach Status.,,721,25,25,0,4.0,-0.6728722463561231,-0.6728722463561231,0.1982091009266232,-0.6728722463561231,0.1982091009266232,0.8273587633805881,-0.6728722463561231,0.1982091009266232,0.8273587633805881,0.3096422538725352,-0.6728722463561231,0.1982091009266232,0.8273587633805881,0.3096422538725352,0.6820525015270827,-0.6728722463561231,0.1982091009266232,0.8273587633805881,0.3096422538725352,0.6820525015270827,0.3085472575592087,-0.6728722463561231,0.1982091009266232,0.8273587633805881,0.3096422538725352,0.6820525015270827,0.3085472575592087,0.10603311476970144,-0.6728722463561231,0.1982091009266232,0.8273587633805881,0.3096422538725352,0.6820525015270827,0.3085472575592087,0.10603311476970144,0.4894137950520116,-0.6728722463561231,0.1982091009266232,0.8273587633805881,0.3096422538725352,0.6820525015270827,0.3085472575592087,0.10603311476970144,0.4894137950520116,-0.015375358978508589,0.0,1.0,0.0,1.0,0.0,0.0,0.0
,0,0,7,,0.0,-1.0,,1,,,9.75,0,0,4,0,0,1,1,1,1,0.0,164.0,164.0,0.0,94,721,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,s,93,2,Ih-,,721,1,1,0,4.0,0.1284214436379139,0.1284214436379139,0.7258253637850914,0.1284214436379139,0.7258253637850914,1.173968205653152,0.1284214436379139,0.7258253637850914,1.173968205653152,0.0810935744030689,0.1284214436379139,0.7258253637850914,1.173968205653152,0.0810935744030689,0.720229578837333,0.1284214436379139,0.7258253637850914,1.173968205653152,0.0810935744030689,0.720229578837333,0.16267028212103266,0.1284214436379139,0.7258253637850914,1.173968205653152,0.0810935744030689,0.720229578837333,0.16267028212103266,0.14554491817533066,0.1284214436379139,0.7258253637850914,1.173968205653152,0.0810935744030689,0.720229578837333,0.16267028212103266,0.14554491817533066,0.77410248225002,0.1284214436379139,0.7258253637850914,1.173968205653152,0.0810935744030689,0.720229578837333,0.16267028212103266,0.14554491817533066,0.77410248225002,0.005777760793135394,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SORRY ASKFORINFO,12,0,7,,0.0,-1.0,,1,,,9.666666666666666,0,0,5,0,0,1,1,2,1,0.0,187.0,187.0,0.0,103,721,9,4.0,,,,,4.0,4.0,s,94,2,Entschuldigung ich konnte Sie leider nicht verstehen. Am besten nennen Sie mir ein Stichwort oder einen kurzen Satz. Bitte wiederholen Sie Ihr Anliegen.,,721,23,23,0,4.0,-0.5360403398538401,-0.5360403398538401,0.3545554186561423,-0.5360403398538401,0.3545554186561423,0.8676966671944117,-0.5360403398538401,0.3545554186561423,0.8676966671944117,0.3198152437929102,-0.5360403398538401,0.3545554186561423,0.8676966671944117,0.3198152437929102,0.6296204853988538,-0.5360403398538401,0.3545554186561423,0.8676966671944117,0.3198152437929102,0.6296204853988538,0.24494166125736025,-0.5360403398538401,0.3545554186561423,0.8676966671944117,0.3198152437929102,0.6296204853988538,0.24494166125736025,0.11015108934771758,-0.5360403398538401,0.3545554186561423,0.8676966671944117,0.3198152437929102,0.6296204853988538,0.24494166125736025,0.11015108934771758,0.5253101338515808,-0.5360403398538401,0.3545554186561423,0.8676966671944117,0.3198152437929102,0.6296204853988538,0.24494166125736025,0.11015108934771758,0.5253101338515808,0.09150997239183462,0.0,1.0,0.0,1.0,0.0,1.0,0.0
SORRY NAV ASKFORINFO,23,0,7,,0.0,-1.0,,1,,,9.090909090909092,0,0,6,0,0,1,2,3,1,0.0,216.0,216.0,0.0,120,721,11,4.0,,,,,4.0,,s,109,2,Es tut mir leid aber diesen Wunsch können wir hier im Servicemanager nicht bearbeiten. #NS Sie befinden sich nun wieder am Start. Was kann ich noch für Sie tun?,,721,29,29,0,4.0,-0.7192371158419084,-0.7192371158419084,0.3279370296704991,-0.7192371158419084,0.3279370296704991,0.7606394047502714,-0.7192371158419084,0.3279370296704991,0.7606394047502714,0.4442321387560506,-0.7192371158419084,0.3279370296704991,0.7606394047502714,0.4442321387560506,0.536634590917316,-0.7192371158419084,0.3279370296704991,0.7606394047502714,0.4442321387560506,0.536634590917316,0.2199300319705778,-0.7192371158419084,0.3279370296704991,0.7606394047502714,0.4442321387560506,0.536634590917316,0.2199300319705778,0.0941353191939418,-0.7192371158419084,0.3279370296704991,0.7606394047502714,0.4442321387560506,0.536634590917316,0.2199300319705778,0.0941353191939418,0.43902928623442766,-0.7192371158419084,0.3279370296704991,0.7606394047502714,0.4442321387560506,0.536634590917316,0.2199300319705778,0.0941353191939418,0.43902928623442766,0.12371220539113288,0.0,1.0,0.0,1.0,1.0,1.0,0.0
INFO ASKFORINFO NAV,14,0,7,,0.0,-1.0,,1,,,9.692307692307692,0,0,7,0,0,2,3,3,1,0.0,266.0,266.0,0.0,147,721,24,4.0,4.0,4.0,,4.0,4.0,4.0,s,123,2,Die Tarifoption Xtra Nonstop ist für Sie eingerichtet. Tarifoption Xtra Nonstop Plus ist noch nicht für Sie eingerichtet. Xtra Weekend ist noch nicht für Sie eingerichtet. Gut möchten Sie die Einstellung einer Tarifoption ändern oder Informationen zu Tarifoptionen? Sie gelangen wieder an den Start des Sprachportals wenn Sie Hauptmenü sagen.,,721,50,50,0,4.0,-1.5645881294831852,-1.5645881294831852,-0.06967880506943089,-1.5645881294831852,-0.06967880506943089,0.3456885111844981,-1.5645881294831852,-0.06967880506943089,0.3456885111844981,0.8123500626190028,-1.5645881294831852,-0.06967880506943089,0.3456885111844981,0.8123500626190028,0.35256980717219183,-1.5645881294831852,-0.06967880506943089,0.3456885111844981,0.8123500626190028,0.35256980717219183,0.26784143345442285,-1.5645881294831852,-0.06967880506943089,0.3456885111844981,0.8123500626190028,0.35256980717219183,0.26784143345442285,0.03379760594790244,-1.5645881294831852,-0.06967880506943089,0.3456885111844981,0.8123500626190028,0.35256980717219183,0.26784143345442285,0.03379760594790244,0.09621835004376496,-1.5645881294831852,-0.06967880506943089,0.3456885111844981,0.8123500626190028,0.35256980717219183,0.26784143345442285,0.03379760594790244,0.09621835004376496,-0.06643770039550717,0.0,1.0,0.0,1.0,1.0,0.0,0.0
,0,1,7,mein tarif,72.0,0.0,26.0,1,72.0,0.0,10.533333333333331,0,0,7,0,0,2,3,3,1,0.0,268.0,266.0,2.0,25,721,2,4.0,,,,,4.0,,u,23,2,,Mein Tarif.,721,2,0,2,4.0,1.5074749678836674,1.5074749678836674,-0.37463938692880944,1.5074749678836674,-0.37463938692880944,0.7432712865580667,1.5074749678836674,-0.37463938692880944,0.7432712865580667,0.224687507322354,1.5074749678836674,-0.37463938692880944,0.7432712865580667,0.224687507322354,1.3194484624579152,1.5074749678836674,-0.37463938692880944,0.7432712865580667,0.224687507322354,1.3194484624579152,0.13492063434896423,1.5074749678836674,-0.37463938692880944,0.7432712865580667,0.224687507322354,1.3194484624579152,0.13492063434896423,0.7665750993451328,1.5074749678836674,-0.37463938692880944,0.7432712865580667,0.224687507322354,1.3194484624579152,0.13492063434896423,0.7665750993451328,-0.8040520312729238,1.5074749678836674,-0.37463938692880944,0.7432712865580667,0.224687507322354,1.3194484624579152,0.13492063434896423,0.7665750993451328,-0.8040520312729238,-0.01406172280480505,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0,2,7,,0.0,-1.0,,1,72.0,0.0,10.1875,0,0,7,0,0,2,3,3,1,0.0,274.0,266.0,8.0,63,721,5,4.0,,,,,4.0,,u,58,2,,In welchem Tarif befinde ich mich?,721,6,0,6,4.0,1.1114325270083678,1.1114325270083678,-0.2856849798450592,1.1114325270083678,-0.2856849798450592,1.0103986573899335,1.1114325270083678,-0.2856849798450592,1.0103986573899335,0.28676568926608914,1.1114325270083678,-0.2856849798450592,1.0103986573899335,0.28676568926608914,1.1156433768549177,1.1114325270083678,-0.2856849798450592,1.0103986573899335,0.28676568926608914,1.1156433768549177,-0.12048293612977008,1.1114325270083678,-0.2856849798450592,1.0103986573899335,0.28676568926608914,1.1156433768549177,-0.12048293612977008,-2.1975488701638453,1.1114325270083678,-0.2856849798450592,1.0103986573899335,0.28676568926608914,1.1156433768549177,-0.12048293612977008,-2.1975488701638453,-0.37902528943743946,1.1114325270083678,-0.2856849798450592,1.0103986573899335,0.28676568926608914,1.1156433768549177,-0.12048293612977008,-2.1975488701638453,-0.37902528943743946,-0.09659041940467816,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0,1,7,welchen tarif habe ich,65.0,1.0,78.0,1,68.5,0.5,9.764705882352942,0,0,7,0,0,2,3,3,1,0.0,278.0,266.0,12.0,77,721,3,4.0,,,,,4.0,,u,74,2,,Welchen Tarif habe ich?,721,4,0,4,4.0,1.7895972139269232,1.7895972139269232,-0.4921409985955016,1.7895972139269232,-0.4921409985955016,0.531090352355664,1.7895972139269232,-0.4921409985955016,0.531090352355664,0.6254176676034847,1.7895972139269232,-0.4921409985955016,0.531090352355664,0.6254176676034847,1.1300610249269272,1.7895972139269232,-0.4921409985955016,0.531090352355664,0.6254176676034847,1.1300610249269272,-0.24235682369264883,1.7895972139269232,-0.4921409985955016,0.531090352355664,0.6254176676034847,1.1300610249269272,-0.24235682369264883,-0.14042395512532888,1.7895972139269232,-0.4921409985955016,0.531090352355664,0.6254176676034847,1.1300610249269272,-0.24235682369264883,-0.14042395512532888,-0.9852613164811542,1.7895972139269232,-0.4921409985955016,0.531090352355664,0.6254176676034847,1.1300610249269272,-0.24235682369264883,-0.14042395512532888,-0.9852613164811542,-0.02622492384646708,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0,1,7,tarif,62.0,1.0,93.0,1,66.33333333333333,0.6666666666666666,9.333333333333334,1,0,7,0,0,2,3,3,1,1.0,280.0,267.0,13.0,92,721,2,4.0,,4.0,4.0,4.0,4.0,,s u,90,2,Okay.,Tari-,721,2,1,1,4.0,2.01414844059062,2.01414844059062,-0.10473511329034324,2.01414844059062,-0.10473511329034324,-0.04630693714680904,2.01414844059062,-0.10473511329034324,-0.04630693714680904,0.7290044062296537,2.01414844059062,-0.10473511329034324,-0.04630693714680904,0.7290044062296537,-0.4799897274719544,2.01414844059062,-0.10473511329034324,-0.04630693714680904,0.7290044062296537,-0.4799897274719544,2.21591921732467,2.01414844059062,-0.10473511329034324,-0.04630693714680904,0.7290044062296537,-0.4799897274719544,2.21591921732467,0.7507455242881386,2.01414844059062,-0.10473511329034324,-0.04630693714680904,0.7290044062296537,-0.4799897274719544,2.21591921732467,0.7507455242881386,-0.05782096517878999,2.01414844059062,-0.10473511329034324,-0.04630693714680904,0.7290044062296537,-0.4799897274719544,2.21591921732467,0.7507455242881386,-0.05782096517878999,-0.07143679527683425,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0,2,7,,0.0,-1.0,,1,66.33333333333333,0.6666666666666666,8.894736842105264,0,0,7,0,0,2,3,3,1,1.0,281.0,267.0,14.0,93,721,1,4.0,,4.0,4.0,4.0,4.0,,u,92,2,,Tarifoptionen.,721,1,0,1,4.0,0.3282707060554851,0.3282707060554851,0.6019969363996389,0.3282707060554851,0.6019969363996389,1.1561155530070508,0.3282707060554851,0.6019969363996389,1.1561155530070508,0.12112925068176172,0.3282707060554851,0.6019969363996389,1.1561155530070508,0.12112925068176172,0.7690194377835695,0.3282707060554851,0.6019969363996389,1.1561155530070508,0.12112925068176172,0.7690194377835695,0.09604052942426944,0.3282707060554851,0.6019969363996389,1.1561155530070508,0.12112925068176172,0.7690194377835695,0.09604052942426944,-0.24458560204424357,0.3282707060554851,0.6019969363996389,1.1561155530070508,0.12112925068176172,0.7690194377835695,0.09604052942426944,-0.24458560204424357,0.5901324617390842,0.3282707060554851,0.6019969363996389,1.1561155530070508,0.12112925068176172,0.7690194377835695,0.09604052942426944,-0.24458560204424357,0.5901324617390842,0.0037572057889839446,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0,2,7,andere tarif option tzones der tcom,53.0,24.0,108.0,1,63.0,6.5,8.65,0,0,7,0,0,2,3,3,1,1.0,286.0,267.0,19.0,107,721,4,4.0,,,,,4.0,,u,103,2,,Welche Tarifoptionen stehen zur Verfügung?,721,5,0,5,4.0,3.4732439964145234,3.4732439964145234,-3.248647320218085,3.4732439964145234,-3.248647320218085,-1.49130877185094,3.4732439964145234,-3.248647320218085,-1.49130877185094,2.938033878097458,3.4732439964145234,-3.248647320218085,-1.49130877185094,2.938033878097458,0.8105103739708642,3.4732439964145234,-3.248647320218085,-1.49130877185094,2.938033878097458,0.8105103739708642,-2.371693602918274,3.4732439964145234,-3.248647320218085,-1.49130877185094,2.938033878097458,0.8105103739708642,-2.371693602918274,-0.011175915635657991,3.4732439964145234,-3.248647320218085,-1.49130877185094,2.938033878097458,0.8105103739708642,-2.371693602918274,-0.011175915635657991,2.470735862031464,3.4732439964145234,-3.248647320218085,-1.49130877185094,2.938033878097458,0.8105103739708642,-2.371693602918274,-0.011175915635657991,2.470735862031464,-0.05212693256361166,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0,2,7,tarif optionen,75.0,1.0,123.0,1,65.4,5.4,8.285714285714286,0,0,7,0,0,2,3,3,1,1.0,287.0,267.0,20.0,121,721,1,4.0,,,,,4.0,,u,120,2,,Tarifoptionen.,721,1,0,1,4.0,1.4166787961041576,1.4166787961041576,0.10423885509933148,1.4166787961041576,0.10423885509933148,0.5079154380221235,1.4166787961041576,0.10423885509933148,0.5079154380221235,0.6732577187047595,1.4166787961041576,0.10423885509933148,0.5079154380221235,0.6732577187047595,0.8259623269775823,1.4166787961041576,0.10423885509933148,0.5079154380221235,0.6732577187047595,0.8259623269775823,-0.19775988737633632,1.4166787961041576,0.10423885509933148,0.5079154380221235,0.6732577187047595,0.8259623269775823,-0.19775988737633632,1.2036440243340076,1.4166787961041576,0.10423885509933148,0.5079154380221235,0.6732577187047595,0.8259623269775823,-0.19775988737633632,1.2036440243340076,-0.6470578890929413,1.4166787961041576,0.10423885509933148,0.5079154380221235,0.6732577187047595,0.8259623269775823,-0.19775988737633632,1.2036440243340076,-0.6470578890929413,0.014502016339393456,0.0,0.0,0.0,0.0,0.0,0.0,0.0
