SSA,SSA-ids,USA,VP,asr,asr-conf,asr-dist,asr-time,attempt,avg-asr-conf,avg-asr-dist,avg-length,barge-in,count-SSA-ASKCONFIRM,count-SSA-ASKFORINFO,count-SSA-CONFIRM,count-SSA-DETAILS,count-SSA-INFO,count-SSA-NAV,count-SSA-SORRY,count-SSA-WELCOME,count-barge-in,count-words-sum,count-words-system,count-words-user,end,label,length,rating,rating-1,rating-backup,rating-avgLinear,rating-closest,rating-closestAfter,rating-complete,rating-latest,rating-latestInTurn,speakers,start,task,text-system,text-user,turn,words-sum,words-system,words-user,rating-closestAfterOrLatest,pc-1-1,pc-2-1,pc-2-2,pc-3-1,pc-3-2,pc-3-3,pc-4-1,pc-4-2,pc-4-3,pc-4-4,pc-5-1,pc-5-2,pc-5-3,pc-5-4,pc-5-5,pc-6-1,pc-6-2,pc-6-3,pc-6-4,pc-6-5,pc-6-6,pc-7-1,pc-7-2,pc-7-3,pc-7-4,pc-7-5,pc-7-6,pc-7-7,pc-8-1,pc-8-2,pc-8-3,pc-8-4,pc-8-5,pc-8-6,pc-8-7,pc-8-8,pc-9-1,pc-9-2,pc-9-3,pc-9-4,pc-9-5,pc-9-6,pc-9-7,pc-9-8,pc-9-9,SSA-ASKCONFIRM,SSA-ASKFORINFO,SSA-DETAILS,SSA-INFO,SSA-NAV,SSA-SORRY,SSA-WELCOME
SORRY ASKFORINFO,12,0,27,,0,-1,,1,,,11.3333333333,0,0,2,0,0,0,1,1,1,0,76,76,0,41,2711,9,1,0,1,1,,,,1,1,s,32,1,Entschuldigung ich konnte Sie leider nicht verstehen. Am besten nennen Sie mir ein Stichwort oder einen kurzen Satz. Bitte wiederholen Sie Ihr Anliegen.,,2711,23,23,0,1,-0.4872322776,-0.4872322776,0.0702034949,-0.4872322776,0.0702034949,-0.3677923472,-0.4872322776,0.0702034949,-0.3677923472,-1.688993849,-0.4872322776,0.0702034949,-0.3677923472,-1.688993849,0.319727599,-0.4872322776,0.0702034949,-0.3677923472,-1.688993849,0.319727599,-0.15796095,-0.4872322776,0.0702034949,-0.3677923472,-1.688993849,0.319727599,-0.15796095,0.0684358817,-0.4872322776,0.0702034949,-0.3677923472,-1.688993849,0.319727599,-0.15796095,0.0684358817,0.5777982597,-0.4872322776,0.0702034949,-0.3677923472,-1.688993849,0.319727599,-0.15796095,0.0684358817,0.5777982597,0.0942723691,0,1,0,1,0,1,0
INFO ASKFORINFO NAV,14,0,27,,0,-1,,1,,,9.2,0,0,3,0,0,1,2,1,1,0,98,98,0,55,2711,9,1,0,3,3,3,3,3,3,3,s,46,1,Derzeit bieten wir kein aktuelles Bonusprogramm an. #NS Sie befinden sich nun wieder am Start. Was kann ich noch für Sie tun?,,2711,22,22,0,3,-0.4792668099,-0.4792668099,0.1476328915,-0.4792668099,0.1476328915,-0.3862019459,-0.4792668099,0.1476328915,-0.3862019459,-1.6347537839,-0.4792668099,0.1476328915,-0.3862019459,-1.6347537839,0.255126669,-0.4792668099,0.1476328915,-0.3862019459,-1.6347537839,0.255126669,-0.205843951,-0.4792668099,0.1476328915,-0.3862019459,-1.6347537839,0.255126669,-0.205843951,0.0619431477,-0.4792668099,0.1476328915,-0.3862019459,-1.6347537839,0.255126669,-0.205843951,0.0619431477,0.562880051,-0.4792668099,0.1476328915,-0.3862019459,-1.6347537839,0.255126669,-0.205843951,0.0619431477,0.562880051,0.0715895034,0,1,0,1,1,0,0
DETAILS,21,0,27,,0,-1,,1,,,14.4285714286,0,0,3,0,1,1,2,1,1,0,210,210,0,113,2711,53,1,0,1,1,,,,1,1,s,60,1,Gut Vertragstarife. Sie können grundsätzlich wählen zwischen Maxflat- und Relaxtarifen. Mit den Maxflattarifen bekommen Sie echte Flatrates zum Telefonieren. Sie bestimmen für welche Netze Sie Flatrates brauchen. Die Relaxtarife dagegen bieten Minutenpakete mit denen Sie in alle Netze zum gleichen Preis telefonieren können. Wenn Sie mit Ihrem Handy mehr als nur telefonieren möchten sind die Kombitarife empfehlenswert. Damit sind surfen e-mailen simsen und M_ M_ S_ senden inklusive. Für junge Leute bietet die Telekom Friends Tarife. Sie enthalten spezielle Vergünstigungen und Vorteile. Soweit die Informationen vom Sprachportal. Weitere Informationen finden Sie im Internet unter W_ W_ W_ Punkt Telekom Punkt D_ E_ Schrägstrich Mobilfunk. Wünschen Sie zu diesem Thema noch zusätzliche Informationen?,,2711,112,112,0,1,-3.6306264204,-3.6306264204,-1.5464920085,-3.6306264204,-1.5464920085,-1.864847111,-3.6306264204,-1.5464920085,-1.864847111,-0.4373515538,-3.6306264204,-1.5464920085,-1.864847111,-0.4373515538,-0.2379991351,-3.6306264204,-1.5464920085,-1.864847111,-0.4373515538,-0.2379991351,0.1223296111,-3.6306264204,-1.5464920085,-1.864847111,-0.4373515538,-0.2379991351,0.1223296111,-0.1302725716,-3.6306264204,-1.5464920085,-1.864847111,-0.4373515538,-0.2379991351,0.1223296111,-0.1302725716,-0.6508819428,-3.6306264204,-1.5464920085,-1.864847111,-0.4373515538,-0.2379991351,0.1223296111,-0.1302725716,-0.6508819428,-0.1488570657,0,0,1,0,0,0,0
ASKFORINFO NAV,10,0,27,,0,-1,,1,,,14.5555555556,0,0,4,0,1,1,3,1,1,0,276,276,0,145,2711,26,,,1,,,,,1,,s,119,1,Für jeden das Richtige. Ganz gleich ob Sie in alle oder nur bestimmte Netze flat telefonieren oder nur highspeed surfen möchten mit den neuen Maxflat- und Relaxtarifen wählen Sie Ihr passendes Angebot. Und für alle die noch mehr inklusive haben möchten sind die Kombiflat und die Kombirelax Tarife die richtige Wahl. #NS Sie befinden sich nun wieder am Start. Was kann ich noch für Sie tun?,,2711,66,66,0,1,-1.8888403993,-1.8888403993,-0.2722201137,-1.8888403993,-0.2722201137,-1.1467403726,-1.8888403993,-0.2722201137,-1.1467403726,-0.8415811142,-1.8888403993,-0.2722201137,-1.1467403726,-0.8415811142,-0.2678416394,-1.8888403993,-0.2722201137,-1.1467403726,-0.8415811142,-0.2678416394,-0.2661778933,-1.8888403993,-0.2722201137,-1.1467403726,-0.8415811142,-0.2678416394,-0.2661778933,-0.0466245798,-1.8888403993,-0.2722201137,-1.1467403726,-0.8415811142,-0.2678416394,-0.2661778933,-0.0466245798,-0.0537790102,-1.8888403993,-0.2722201137,-1.1467403726,-0.8415811142,-0.2678416394,-0.2661778933,-0.0466245798,-0.0537790102,0.1905407706,0,1,0,1,1,0,0
ASKFORINFO NAV,10,0,27,,0,-1,,1,,,14.0909090909,0,0,5,0,1,1,4,1,1,0,332,332,0,170,2711,22,,,1,,,,,1,,s,148,1,Der Wechsel in einen Tarif aus dem Laufzeitvertragsbereich wie zum Beispiel in einen der Max Tarife ist hier im Kundenservice nicht möglich. Die dafür erforderlichen Formulare erhalten Sie im Internet unter w_ w_ w_ Punkt Telekom Punkt d_ e_ Schrägstrich Mobilfunk. #NS Sie befinden sich nun wieder am Start. Was kann ich noch für Sie tun?,,2711,56,56,0,1,-1.5907721678,-1.5907721678,0.0458130534,-1.5907721678,0.0458130534,-1.054583359,-1.5907721678,0.0458130534,-1.054583359,-0.8314689937,-1.5907721678,0.0458130534,-1.054583359,-0.8314689937,-0.3632043349,-1.5907721678,0.0458130534,-1.054583359,-0.8314689937,-0.3632043349,-0.398472531,-1.5907721678,0.0458130534,-1.054583359,-0.8314689937,-0.3632043349,-0.398472531,-0.0432622913,-1.5907721678,0.0458130534,-1.054583359,-0.8314689937,-0.3632043349,-0.398472531,-0.0432622913,0.022451643,-1.5907721678,0.0458130534,-1.054583359,-0.8314689937,-0.3632043349,-0.398472531,-0.0432622913,0.022451643,0.169213025,0,1,0,1,1,0,0
,0,0,27,,0,-1,,1,,,13.6923076923,0,0,5,0,1,1,4,1,1,0,381,381,0,194,2711,21,,,1,,,,,1,,s,173,1,Okay Vertragstarife. Für jeden das Richtige. Ganz gleich ob Sie in alle oder nur bestimmte Netze flat telefonieren oder nur highspeed surfen möchten mit den neuen Maxflat- und Relaxtarifen wählen Sie Ihr passendes Angebot. Und für alle die noch mehr inklusive haben möchten sind die Kombiflat- und die Kombirelaxtarife,,2711,49,49,0,1,-1.4531594026,-1.4531594026,0.2554846987,-1.4531594026,0.2554846987,-1.0318051612,-1.4531594026,0.2554846987,-1.0318051612,-0.7759644448,-1.4531594026,0.2554846987,-1.0318051612,-0.7759644448,-0.4642231067,-1.4531594026,0.2554846987,-1.0318051612,-0.7759644448,-0.4642231067,-0.5023841043,-1.4531594026,0.2554846987,-1.0318051612,-0.7759644448,-0.4642231067,-0.5023841043,-0.0499737803,-1.4531594026,0.2554846987,-1.0318051612,-0.7759644448,-0.4642231067,-0.5023841043,-0.0499737803,0.0399989483,-1.4531594026,0.2554846987,-1.0318051612,-0.7759644448,-0.4642231067,-0.5023841043,-0.0499737803,0.0399989483,0.0629987415,0,0,0,0,0,0,0
SORRY,9,0,27,,0,-1,,1,,,12,0,0,5,0,1,1,4,2,1,0,388,388,0,199,2711,2,,,1,,,,,1,,s,197,1,Würden Sie das bitte noch einmal wiederholen?,,2711,7,7,0,1,-0.0590132645,-0.0590132645,1.1630124243,-0.0590132645,1.1630124243,-0.4257370818,-0.0590132645,1.1630124243,-0.4257370818,-1.1814580576,-0.0590132645,1.1630124243,-0.4257370818,-1.1814580576,-0.3884745806,-0.0590132645,1.1630124243,-0.4257370818,-1.1814580576,-0.3884745806,-0.7499606535,-0.0590132645,1.1630124243,-0.4257370818,-1.1814580576,-0.3884745806,-0.7499606535,0.0193026559,-0.0590132645,1.1630124243,-0.4257370818,-1.1814580576,-0.3884745806,-0.7499606535,0.0193026559,0.5374395734,-0.0590132645,1.1630124243,-0.4257370818,-1.1814580576,-0.3884745806,-0.7499606535,0.0193026559,0.5374395734,0.0874146215,0,0,0,0,0,1,0
INFO,2,0,27,,0,-1,,1,,,11.2941176471,0,0,5,0,1,2,4,2,1,0,413,413,0,213,2711,11,2,1,4,4,,,,4,4,s,202,1,Sie sind für Xtra-Bonus registriert. Ihr aktueller Punktestand neununddreißig Komma fünf. Günstige Handys gibt es auch für Xtra Kunden. Melden Sie sich hier bei mir-,,2711,25,25,0,4,-0.6981883794,-0.6981883794,0.8308413479,-0.6981883794,0.8308413479,-0.7291649491,-0.6981883794,0.8308413479,-0.7291649491,-0.9295111993,-0.6981883794,0.8308413479,-0.7291649491,-0.9295111993,-0.498824063,-0.6981883794,0.8308413479,-0.7291649491,-0.9295111993,-0.498824063,-0.6909448814,-0.6981883794,0.8308413479,-0.7291649491,-0.9295111993,-0.498824063,-0.6909448814,-0.0209510233,-0.6981883794,0.8308413479,-0.7291649491,-0.9295111993,-0.498824063,-0.6909448814,-0.0209510233,0.28827471,-0.6981883794,0.8308413479,-0.7291649491,-0.9295111993,-0.498824063,-0.6909448814,-0.0209510233,0.28827471,0.0331384022,0,0,0,1,0,0,0
SORRY,9,0,27,,0,-1,,1,,,10.3157894737,0,0,5,0,1,2,4,3,1,0,420,420,0,218,2711,2,,,4,,,,,4,,s,216,1,Würden Sie das bitte noch einmal wiederholen?,,2711,7,7,0,4,-0.0704557164,-0.0704557164,1.2546612572,-0.0704557164,1.2546612572,-0.460412455,-0.0704557164,1.2546612572,-0.460412455,-1.1012155889,-0.0704557164,1.2546612572,-0.460412455,-1.1012155889,-0.4781319432,-0.0704557164,1.2546612572,-0.460412455,-1.1012155889,-0.4781319432,-0.8106916198,-0.0704557164,1.2546612572,-0.460412455,-1.1012155889,-0.4781319432,-0.8106916198,0.0102056481,-0.0704557164,1.2546612572,-0.460412455,-1.1012155889,-0.4781319432,-0.8106916198,0.0102056481,0.5098857605,-0.0704557164,1.2546612572,-0.460412455,-1.1012155889,-0.4781319432,-0.8106916198,0.0102056481,0.5098857605,0.0869147225,0,0,0,0,0,1,0
,0,1,27,,0,-1,,1,,,11.0952380952,0,0,5,0,1,2,4,3,1,0,439,420,19,30,2711,7,,,1,,1,1,1,4,,u,23,1,,Die äh ich hätte gern äh eine Information zu meinem Bonuspunkteprogramm. Und zwar wie viele Punkte ich gesammelt hätte.,2711,19,0,19,1,3.4452511304,3.4452511304,-2.155125022,3.4452511304,-2.155125022,-0.6598423285,3.4452511304,-2.155125022,-0.6598423285,-0.9373787701,3.4452511304,-2.155125022,-0.6598423285,-0.9373787701,1.21882582,3.4452511304,-2.155125022,-0.6598423285,-0.9373787701,1.21882582,-1.4725560522,3.4452511304,-2.155125022,-0.6598423285,-0.9373787701,1.21882582,-1.4725560522,-7.340418628,3.4452511304,-2.155125022,-0.6598423285,-0.9373787701,1.21882582,-1.4725560522,-7.340418628,-2.8783755013,3.4452511304,-2.155125022,-0.6598423285,-0.9373787701,1.21882582,-1.4725560522,-7.340418628,-2.8783755013,0.0676508676,0,0,0,0,0,0,0
,0,2,27,bonus punkte programm,79,2,45,1,79,2,10.6818181818,0,0,5,0,1,2,4,3,1,0,440,420,20,43,2711,2,,,1,,,,,1,,u,41,1,,Bonuspunkteprogramm.,2711,1,0,1,1,1.5631681479,1.5631681479,-0.4247917623,1.5631681479,-0.4247917623,-0.8241851414,1.5631681479,-0.4247917623,-0.8241851414,-1.2842637162,1.5631681479,-0.4247917623,-0.8241851414,-1.2842637162,0.5924430189,1.5631681479,-0.4247917623,-0.8241851414,-1.2842637162,0.5924430189,-0.6319504402,1.5631681479,-0.4247917623,-0.8241851414,-1.2842637162,0.5924430189,-0.6319504402,1.2737943216,1.5631681479,-0.4247917623,-0.8241851414,-1.2842637162,0.5924430189,-0.6319504402,1.2737943216,-0.5152500013,1.5631681479,-0.4247917623,-0.8241851414,-1.2842637162,0.5924430189,-0.6319504402,1.2737943216,-0.5152500013,-0.0320500292,0,0,0,0,0,0,0
,0,1,27,em complete details,51,15,59,1,65,8.5,10.347826087,0,0,5,0,1,2,4,3,1,0,443,420,23,58,2711,3,1,0,4,,4,4,4,3,3,u,55,1,,Ähm Punkte gesammelt?,2711,3,0,3,4,2.4914776246,2.4914776246,-2.0780031469,2.4914776246,-2.0780031469,-1.8894886026,2.4914776246,-2.0780031469,-1.8894886026,0.0206844828,2.4914776246,-2.0780031469,-1.8894886026,0.0206844828,0.4232690114,2.4914776246,-2.0780031469,-1.8894886026,0.0206844828,0.4232690114,-1.9134780065,2.4914776246,-2.0780031469,-1.8894886026,0.0206844828,0.4232690114,-1.9134780065,0.3908313703,2.4914776246,-2.0780031469,-1.8894886026,0.0206844828,0.4232690114,-1.9134780065,0.3908313703,1.5845978072,2.4914776246,-2.0780031469,-1.8894886026,0.0206844828,0.4232690114,-1.9134780065,0.3908313703,1.5845978072,-0.0426437486,0,0,0,0,0,0,0
,0,3,27,oh ja,80,1,118,1,70,6,10,0,0,5,0,1,2,4,3,1,0,445,420,25,115,2711,2,,,1,,,,,1,,u,113,1,,Äh. Ja.,2711,2,0,2,1,1.6410990787,1.6410990787,-0.0894065835,1.6410990787,-0.0894065835,-0.9014454437,1.6410990787,-0.0894065835,-0.9014454437,-1.0218720259,1.6410990787,-0.0894065835,-0.9014454437,-1.0218720259,0.3061104418,1.6410990787,-0.0894065835,-0.9014454437,-1.0218720259,0.3061104418,-0.8432477289,1.6410990787,-0.0894065835,-0.9014454437,-1.0218720259,0.3061104418,-0.8432477289,0.8340204681,1.6410990787,-0.0894065835,-0.9014454437,-1.0218720259,0.3061104418,-0.8432477289,0.8340204681,-0.9811067586,1.6410990787,-0.0894065835,-0.9014454437,-1.0218720259,0.3061104418,-0.8432477289,0.8340204681,-0.9811067586,-0.0138351426,0,0,0,0,0,0,0
,0,1,27,haben,62,5,147,1,68,5.75,9.64,0,0,5,0,1,2,4,3,1,0,446,420,26,146,2711,1,,,1,,,,,1,,u,145,1,,Sammeln?,2711,1,0,1,1,1.5445292038,1.5445292038,-0.1817910526,1.5445292038,-0.1817910526,-1.1593228563,1.5445292038,-0.1817910526,-1.1593228563,-0.6342853367,1.5445292038,-0.1817910526,-1.1593228563,-0.6342853367,0.037654437,1.5445292038,-0.1817910526,-1.1593228563,-0.6342853367,0.037654437,-1.2169951814,1.5445292038,-0.1817910526,-1.1593228563,-0.6342853367,0.037654437,-1.2169951814,1.010744195,1.5445292038,-0.1817910526,-1.1593228563,-0.6342853367,0.037654437,-1.2169951814,1.010744195,0.1415625572,1.5445292038,-0.1817910526,-1.1593228563,-0.6342853367,0.037654437,-1.2169951814,1.010744195,0.1415625572,0.0143040917,0,0,0,0,0,0,0
,0,1,27,complete,52,6,173,1,64.8,5.8,9.3076923077,0,0,5,0,1,2,4,3,1,0,447,420,27,171,2711,1,,,1,,,,,1,,u,170,1,,Punkte.,2711,1,0,1,1,1.47623464,1.47623464,-0.1315701877,1.47623464,-0.1315701877,-1.2350425375,1.47623464,-0.1315701877,-1.2350425375,-0.4673530287,1.47623464,-0.1315701877,-1.2350425375,-0.4673530287,-0.1157555005,1.47623464,-0.1315701877,-1.2350425375,-0.4673530287,-0.1157555005,-1.3785530483,1.47623464,-0.1315701877,-1.2350425375,-0.4673530287,-0.1157555005,-1.3785530483,0.8458005039,1.47623464,-0.1315701877,-1.2350425375,-0.4673530287,-0.1157555005,-1.3785530483,0.8458005039,0.4556948618,1.47623464,-0.1315701877,-1.2350425375,-0.4673530287,-0.1157555005,-1.3785530483,0.8458005039,0.4556948618,0.0124997806,0,0,0,0,0,0,0
,0,4,27,ah bonus punkte,75,14,201,1,66.5,7.1666666667,9,1,0,5,0,1,2,4,3,1,1,452,422,30,195,2711,1,,,1,,,,,1,,s u,194,1,die richtige,Okay äh Schluss.,2711,5,2,3,1,3.4820773427,3.4820773427,-1.4917971863,3.4820773427,-1.4917971863,-2.8265247279,3.4820773427,-1.4917971863,-2.8265247279,0.7745145252,3.4820773427,-1.4917971863,-2.8265247279,0.7745145252,-1.5521599792,3.4820773427,-1.4917971863,-2.8265247279,0.7745145252,-1.5521599792,0.0269477282,3.4820773427,-1.4917971863,-2.8265247279,0.7745145252,-1.5521599792,0.0269477282,0.5235048376,3.4820773427,-1.4917971863,-2.8265247279,0.7745145252,-1.5521599792,0.0269477282,0.5235048376,1.0820597347,3.4820773427,-1.4917971863,-2.8265247279,0.7745145252,-1.5521599792,0.0269477282,0.5235048376,1.0820597347,0.0462822625,0,0,0,0,0,0,0
,0,4,27,,0,-1,,1,66.5,7.1666666667,8.75,0,0,5,0,1,2,4,3,1,1,454,422,32,197,2711,2,,,1,,,,,1,,u,195,1,,Oder unterbrechen.,2711,2,0,2,1,0.4226690007,0.4226690007,0.9648489573,0.4226690007,0.9648489573,-0.4257390059,0.4226690007,0.9648489573,-0.4257390059,-1.1258165273,0.4226690007,0.9648489573,-0.4257390059,-1.1258165273,-0.2835829139,0.4226690007,0.9648489573,-0.4257390059,-1.1258165273,-0.2835829139,-0.8988894987,0.4226690007,0.9648489573,-0.4257390059,-1.1258165273,-0.2835829139,-0.8988894987,-0.759906763,0.4226690007,0.9648489573,-0.4257390059,-1.1258165273,-0.2835829139,-0.8988894987,-0.759906763,0.1964225369,0.4226690007,0.9648489573,-0.4257390059,-1.1258165273,-0.2835829139,-0.8988894987,-0.759906763,0.1964225369,-0.0281990842,0,0,0,0,0,0,0
,0,1,27,,0,-1,,1,66.5,7.1666666667,8.5172413793,0,0,5,0,1,2,4,3,1,1,456,422,34,201,2711,2,,,1,,,,,1,,u,199,1,,Äh. Bonuspunkte.,2711,2,0,2,1,0.4202600635,0.4202600635,0.9841434485,0.4202600635,0.9841434485,-0.4330390845,0.4202600635,0.9841434485,-0.4330390845,-1.108923376,0.4202600635,0.9841434485,-0.4330390845,-1.108923376,-0.3024581482,0.4202600635,0.9841434485,-0.4330390845,-1.108923376,-0.3024581482,-0.9116749653,0.4202600635,0.9841434485,-0.4330390845,-1.108923376,-0.3024581482,-0.9116749653,-0.7618219226,0.4202600635,0.9841434485,-0.4330390845,-1.108923376,-0.3024581482,-0.9116749653,-0.7618219226,0.1906217342,0.4202600635,0.9841434485,-0.4330390845,-1.108923376,-0.3024581482,-0.9116749653,-0.7618219226,0.1906217342,-0.0283043261,0,0,0,0,0,0,0
,0,4,27,,0,-1,,1,66.5,7.1666666667,8.2666666667,1,0,5,0,1,2,4,3,1,2,459,424,35,214,2711,1,,,4,,,,,4,,s u,213,1,für Xtra-Bon-,Danke.,2711,3,2,1,4,1.033585299,1.033585299,1.0786570744,1.033585299,1.0786570744,-1.084518798,1.033585299,1.0786570744,-1.084518798,-0.9007807751,1.033585299,1.0786570744,-1.084518798,-0.9007807751,-1.8111074369,1.033585299,1.0786570744,-1.084518798,-0.9007807751,-1.8111074369,1.4214482874,1.033585299,1.0786570744,-1.084518798,-0.9007807751,-1.8111074369,1.4214482874,-0.595726026,1.033585299,1.0786570744,-1.084518798,-0.9007807751,-1.8111074369,1.4214482874,-0.595726026,0.6740516299,1.033585299,1.0786570744,-1.084518798,-0.9007807751,-1.8111074369,1.4214482874,-0.595726026,0.6740516299,-0.0101787627,0,0,0,0,0,0,0
ASKFORINFO WELCOME NAV,1,0,27,,0,-1,,1,,,22,0,0,1,0,0,0,1,0,1,0,53,53,0,22,2721,22,2,1,4,4,,,,4,4,s,0,2,#NS Herzlich willkommen beim Kundenservice der Telekom. Schön dass Sie unser Kunde sind. Dieser Anruf ist kostenfrei. Sie können bei mir wie bei einem Kundenberater Ihre Tarifeinstellungen ändern und sich informieren. Sie steuern mich indem Sie mit mir sprechen. Wenn Sie wollen unterbrechen Sie mich einfach. Bitte nennen Sie mir jetzt Ihr Anliegen.,,2721,53,53,0,4,-1.4523936098,-1.4523936098,-0.638313153,-1.4523936098,-0.638313153,-0.7698355099,-1.4523936098,-0.638313153,-0.7698355099,-1.4799522047,-1.4523936098,-0.638313153,-0.7698355099,-1.4799522047,0.3365390688,-1.4523936098,-0.638313153,-0.7698355099,-1.4799522047,0.3365390688,0.0621676397,-1.4523936098,-0.638313153,-0.7698355099,-1.4799522047,0.3365390688,0.0621676397,0.0278707896,-1.4523936098,-0.638313153,-0.7698355099,-1.4799522047,0.3365390688,0.0621676397,0.0278707896,0.2530470848,-1.4523936098,-0.638313153,-0.7698355099,-1.4799522047,0.3365390688,0.0621676397,0.0278707896,0.2530470848,0.1061691017,0,1,0,1,1,0,1
ASKFORINFO,4,0,27,,0,-1,,1,,,18,0,0,2,0,0,0,1,0,1,0,122,122,0,55,2721,31,2,1,5,5,,,,5,5,s,24,2,Okay Tarife. Hier bei mir können Sie sich allgemein und detailliert über unsere Tarife und Optionen informieren. Für allgemeine Informationen sagen Sie bitte Infos über Tarife oder Infos über Optionen. Wenn Sie etwas Bestimmtes interessiert können Sie das auch gleich direkt in einem kurzen Satz sagen. Zum Beispiel ich möchte Informationen über den Tarif Xtra Nonstop oder ich möchte Infos zu Xtra Weekend. Was kann ich für Sie tun?,,2721,69,69,0,5,-2.0702176804,-2.0702176804,-0.8590380413,-2.0702176804,-0.8590380413,-1.0936573979,-2.0702176804,-0.8590380413,-1.0936573979,-1.1575348067,-2.0702176804,-0.8590380413,-1.0936573979,-1.1575348067,0.1394570034,-2.0702176804,-0.8590380413,-1.0936573979,-1.1575348067,0.1394570034,0.0541847096,-2.0702176804,-0.8590380413,-1.0936573979,-1.1575348067,0.1394570034,0.0541847096,-0.0210592488,-2.0702176804,-0.8590380413,-1.0936573979,-1.1575348067,0.1394570034,0.0541847096,-0.0210592488,-0.0129023898,-2.0702176804,-0.8590380413,-1.0936573979,-1.1575348067,0.1394570034,0.0541847096,-0.0210592488,-0.0129023898,0.006763945,0,1,0,1,0,0,0
INFO ASKFORINFO DETAILS,3,0,27,,0,-1,,1,,,14.4,0,0,3,0,1,1,1,0,1,0,151,151,0,75,2721,17,,,5,,,,,5,,s,58,2,Gut Xtra Tarife. Zunächst Ihr Status zum gewünschten Thema. Ihr derzeitiger Tarif ist Xtra Nonstop. Wählen Sie nun bitte eins der folgenden Tarifthemen aus. Kurzinfo Preise Detaillinfos oder Optionen.,,2721,29,29,0,5,-0.9043443138,-0.9043443138,-0.0220231064,-0.9043443138,-0.0220231064,-0.6122156435,-0.9043443138,-0.0220231064,-0.6122156435,-1.4316441351,-0.9043443138,-0.0220231064,-0.6122156435,-1.4316441351,0.1315190956,-0.9043443138,-0.0220231064,-0.6122156435,-1.4316441351,0.1315190956,-0.2087611135,-0.9043443138,-0.0220231064,-0.6122156435,-1.4316441351,0.1315190956,-0.2087611135,0.0240786997,-0.9043443138,-0.0220231064,-0.6122156435,-1.4316441351,0.1315190956,-0.2087611135,0.0240786997,0.3787164469,-0.9043443138,-0.0220231064,-0.6122156435,-1.4316441351,0.1315190956,-0.2087611135,0.0240786997,0.3787164469,-0.1776798034,0,1,1,1,0,0,0
INFO ASKFORINFO NAV,14,0,27,,0,-1,,1,,,12.7142857143,0,0,4,0,1,2,2,0,1,0,192,192,0,94,2721,16,,,5,,,,,5,,s,78,2,Damit kehren Sie zurück ins Hauptmenü. Vorab aber noch ein Hinweis Sie können auch gleich hier in einen dieser Tarife wechseln sagen Sie dazu einfach Buchen. #NS Sie befinden sich nun wieder am Start. Was kann ich noch für Sie tun?,,2721,41,41,0,5,-1.0752585905,-1.0752585905,-0.0245444488,-1.0752585905,-0.0245444488,-0.7159851959,-1.0752585905,-0.0245444488,-0.7159851959,-1.3044227006,-1.0752585905,-0.0245444488,-0.7159851959,-1.3044227006,0.026308961,-1.0752585905,-0.0245444488,-0.7159851959,-1.3044227006,0.026308961,-0.2371473623,-1.0752585905,-0.0245444488,-0.7159851959,-1.3044227006,0.026308961,-0.2371473623,0.0157649985,-1.0752585905,-0.0245444488,-0.7159851959,-1.3044227006,0.026308961,-0.2371473623,0.0157649985,0.3012073383,-1.0752585905,-0.0245444488,-0.7159851959,-1.3044227006,0.026308961,-0.2371473623,0.0157649985,0.3012073383,0.1402133294,0,1,0,1,1,0,0
,0,0,27,,0,-1,,1,,,11.8888888889,0,0,4,0,1,2,2,0,1,0,222,222,0,113,2721,14,,,5,,,,,5,,s,99,2,Okay Tarife. Hier bei mir können Sie sich allgemein und detailliert über unsere Tarife und Optionen informieren. Für allgemeine Informationen sagen Sie bitte Infos über Tarife oder Infos über Optionen.,,2721,30,30,0,5,-0.8317585093,-0.8317585093,0.2252177482,-0.8317585093,0.2252177482,-0.6389252594,-0.8317585093,0.2252177482,-0.6389252594,-1.3012310562,-0.8317585093,0.2252177482,-0.6389252594,-1.3012310562,-0.0432703038,-0.8317585093,0.2252177482,-0.6389252594,-1.3012310562,-0.0432703038,-0.3428742721,-0.8317585093,0.2252177482,-0.6389252594,-1.3012310562,-0.0432703038,-0.3428742721,0.0155959543,-0.8317585093,0.2252177482,-0.6389252594,-1.3012310562,-0.0432703038,-0.3428742721,0.0155959543,0.3622039659,-0.8317585093,0.2252177482,-0.6389252594,-1.3012310562,-0.0432703038,-0.3428742721,0.0155959543,0.3622039659,-0.0045086764,0,0,0,0,0,0,0
