SSA,SSA-ids,USA,VP,asr,asr-conf,asr-dist,asr-time,attempt,avg-asr-conf,avg-asr-dist,avg-length,barge-in,count-SSA-ASKCONFIRM,count-SSA-ASKFORINFO,count-SSA-CONFIRM,count-SSA-DETAILS,count-SSA-INFO,count-SSA-NAV,count-SSA-SORRY,count-SSA-WELCOME,count-barge-in,count-words-sum,count-words-system,count-words-user,end,label,length,rating,rating-1,rating-backup,rating-avgLinear,rating-closest,rating-closestAfter,rating-complete,rating-latest,rating-latestInTurn,speakers,start,task,text-system,text-user,turn,words-sum,words-system,words-user,rating-closestAfterOrLatest,pc-1-1,pc-2-1,pc-2-2,pc-3-1,pc-3-2,pc-3-3,pc-4-1,pc-4-2,pc-4-3,pc-4-4,pc-5-1,pc-5-2,pc-5-3,pc-5-4,pc-5-5,pc-6-1,pc-6-2,pc-6-3,pc-6-4,pc-6-5,pc-6-6,pc-7-1,pc-7-2,pc-7-3,pc-7-4,pc-7-5,pc-7-6,pc-7-7,pc-8-1,pc-8-2,pc-8-3,pc-8-4,pc-8-5,pc-8-6,pc-8-7,pc-8-8,pc-9-1,pc-9-2,pc-9-3,pc-9-4,pc-9-5,pc-9-6,pc-9-7,pc-9-8,pc-9-9,SSA-ASKCONFIRM,SSA-ASKFORINFO,SSA-DETAILS,SSA-INFO,SSA-NAV,SSA-SORRY,SSA-WELCOME
INFO ASKFORINFO,6,0,2,,0,-1,,1,,,12.5714285714,0,0,3,0,0,1,3,0,1,0,169,169,0,92,261,18,2,1,4,4,,,,4,4,s,74,6,Ihr derzeitiger Tarif ist Xtra Click. In welchen unserer aktuellen Tarife möchten Sie wechseln? Sagen Sie bitte entweder Tarif Xtra Nonstop Tarif Xtra Card. Wenn Sie mehr über die Tarife wissen wollen sagen Sie Tarifinformation.,,261,35,35,0,4,-1.0644303578,-1.0644303578,-0.042215085,-1.0644303578,-0.042215085,0.9644843317,-1.0644303578,-0.042215085,0.9644843317,0.8406852323,-1.0644303578,-0.042215085,0.9644843317,0.8406852323,0.7852774389,-1.0644303578,-0.042215085,0.9644843317,0.8406852323,0.7852774389,0.5040058933,-1.0644303578,-0.042215085,0.9644843317,0.8406852323,0.7852774389,0.5040058933,0.0996336674,-1.0644303578,-0.042215085,0.9644843317,0.8406852323,0.7852774389,0.5040058933,0.0996336674,0.3533587399,-1.0644303578,-0.042215085,0.9644843317,0.8406852323,0.7852774389,0.5040058933,0.0996336674,0.3533587399,-0.0962570713,0,1,0,1,0,0,0
INFO ASKCONFIRM,7,0,2,,0,-1,,1,,,11.7777777778,0,1,3,0,0,2,3,0,1,0,205,205,0,111,261,15,2,1,4,4,4,,4,4,4,s,96,6,Der Wechsel in den Tarif Xtra Card kostet vier Euro fünfundneunzig. Bitte beachten Sie dass der Tarifwechsel nur bei ausreichendem Xtra-Guthaben durchgeführt werden kann. Sie möchten jetzt in den Tarif Xtra Card wechseln. Ist das richtig?,,261,36,36,0,4,-0.9804021014,-0.9804021014,0.1133769367,-0.9804021014,0.1133769367,0.9724500889,-0.9804021014,0.1133769367,0.9724500889,0.8908558426,-0.9804021014,0.1133769367,0.9724500889,0.8908558426,0.7001454021,-0.9804021014,0.1133769367,0.9724500889,0.8908558426,0.7001454021,0.4306237009,-0.9804021014,0.1133769367,0.9724500889,0.8908558426,0.7001454021,0.4306237009,0.1002479297,-0.9804021014,0.1133769367,0.9724500889,0.8908558426,0.7001454021,0.4306237009,0.1002479297,0.3644000719,-0.9804021014,0.1133769367,0.9724500889,0.8908558426,0.7001454021,0.4306237009,0.1002479297,0.3644000719,0.0774139547,1,0,0,1,0,0,0
SORRY,9,0,2,,0,-1,,1,,,10.0909090909,0,1,3,0,0,2,3,1,1,0,212,212,0,118,261,2,,,4,,,,,4,,s,116,6,Würden Sie das bitte noch einmal wiederholen?,,261,7,7,0,4,-0.0243530697,-0.0243530697,0.7541853667,-0.0243530697,0.7541853667,1.3824757246,-0.0243530697,0.7541853667,1.3824757246,0.627241989,-0.0243530697,0.7541853667,1.3824757246,0.627241989,0.735469813,-0.0243530697,0.7541853667,1.3824757246,0.627241989,0.735469813,0.2489648898,-0.0243530697,0.7541853667,1.3824757246,0.627241989,0.735469813,0.2489648898,0.1459893813,-0.0243530697,0.7541853667,1.3824757246,0.627241989,0.735469813,0.2489648898,0.1459893813,0.7009809922,-0.0243530697,0.7541853667,1.3824757246,0.627241989,0.735469813,0.2489648898,0.1459893813,0.7009809922,0.0881531512,0,0,0,0,0,1,0
SORRY ASKFORINFO,12,0,2,,0,-1,,1,,,9.4615384615,0,1,4,0,0,2,3,2,1,0,235,235,0,132,261,9,,,4,,4,4,4,4,,s,123,6,Leider konnte ich Ihre Äußerung nicht eindeutig zuordnen. Wenn Sie in den Tarif Xtra Card wechseln möchten sagen Sie bitte ja. Ansonsten nein.,,261,23,23,0,4,-0.5561563842,-0.5561563842,0.4910395564,-0.5561563842,0.4910395564,1.1265170809,-0.5561563842,0.4910395564,1.1265170809,0.8461117032,-0.5561563842,0.4910395564,1.1265170809,0.8461117032,0.6320369205,-0.5561563842,0.4910395564,1.1265170809,0.8461117032,0.6320369205,0.29118953,-0.5561563842,0.4910395564,1.1265170809,0.8461117032,0.6320369205,0.29118953,0.112770747,-0.5561563842,0.4910395564,1.1265170809,0.8461117032,0.6320369205,0.29118953,0.112770747,0.4919051611,-0.5561563842,0.4910395564,1.1265170809,0.8461117032,0.6320369205,0.29118953,0.112770747,0.4919051611,0.0904854974,0,1,0,1,0,1,0
ASKFORINFO NAV,10,0,2,,0,-1,,1,,,9.3333333333,0,1,5,0,0,2,4,2,1,0,269,269,0,150,261,15,2,1,4,,,,,4,4,s,135,6,Vielen Dank. Sofern Sie über ein entsprechendes Xtra Guthaben verfügen wird die gewünschte Änderung in Kürze für Sie durchgeführt. #NS Sie befinden sich nun wieder am Start. Was kann ich noch für Sie tun?,,261,34,34,0,4,-0.9710957433,-0.9710957433,0.3212955805,-0.9710957433,0.3212955805,0.9155556754,-0.9710957433,0.3212955805,0.9155556754,1.0457921387,-0.9710957433,0.3212955805,0.9155556754,1.0457921387,0.5190366479,-0.9710957433,0.3212955805,0.9155556754,1.0457921387,0.5190366479,0.2996976658,-0.9710957433,0.3212955805,0.9155556754,1.0457921387,0.5190366479,0.2996976658,0.0819957728,-0.9710957433,0.3212955805,0.9155556754,1.0457921387,0.5190366479,0.2996976658,0.0819957728,0.3186114471,-0.9710957433,0.3212955805,0.9155556754,1.0457921387,0.5190366479,0.2996976658,0.0819957728,0.3186114471,0.0317588079,0,1,0,1,1,0,0
INFO ASKFORINFO,6,0,2,,0,-1,,1,,,9.0588235294,0,1,6,0,0,3,4,2,1,0,289,289,0,165,261,10,,,4,,4,4,4,4,,s,155,6,Xtra Weekend ist noch nicht für Sie eingerichtet. Gut. Möchten Sie die Einstellung einer Tarifoption ändern oder Informationen zu Tarifoptionen?,,261,20,20,0,4,-0.5641290243,-0.5641290243,0.6553011855,-0.5641290243,0.6553011855,1.0711195259,-0.5641290243,0.6553011855,1.0711195259,0.9824749156,-0.5641290243,0.6553011855,1.0711195259,0.9824749156,0.4787075022,-0.5641290243,0.6553011855,1.0711195259,0.9824749156,0.4787075022,0.1815695247,-0.5641290243,0.6553011855,1.0711195259,0.9824749156,0.4787075022,0.1815695247,0.0942944556,-0.5641290243,0.6553011855,1.0711195259,0.9824749156,0.4787075022,0.1815695247,0.0942944556,0.445542426,-0.5641290243,0.6553011855,1.0711195259,0.9824749156,0.4787075022,0.1815695247,0.0942944556,0.445542426,-0.0279451076,0,1,0,1,0,0,0
,0,0,2,,0,-1,,1,,,10.9473684211,0,1,6,0,0,3,4,2,1,0,409,409,0,222,261,53,,,4,,,,,4,,s,169,6,Gut mit unseren Tarifoptionen können Sie Ihren Tarif noch besser an Ihr Telefonieverhalten anpassen und Kosten sparen. So gibt es Optionen für Vieltelefonierer oder für Telefonate im Ausland interessant beispielsweise während Ihres Urlaubs. Auch für's S_ M_ S_ versenden oder Internet surfen bieten wir das Passende. Ich gebe Ihnen jetzt gleich einen kurzen Überblick über die wichtigsten Optionen. Xtra Nonstop Plus nur die erste Minute und die erste S_ M_ S_ am Tag bezahlen buchbar in den meisten Xtra-Tarifen. Xtra Weekend am Wochenende für null Cent telefonieren. Xtra S_ M_ S_ Sparoptionen schon ab fünf Cent S_ M_ S_ versenden. Die Datenoption Xtra Web'n'Walk Starter surfen für nur neun Cent pro Minute. Wünschen Sie zu diesem Thema noch zusätzliche Informationen?,,261,120,120,0,4,-3.8415647291,-3.8415647291,-1.1180201574,-3.8415647291,-1.1180201574,-0.4605134464,-3.8415647291,-1.1180201574,-0.4605134464,2.2128608948,-3.8415647291,-1.1180201574,-0.4605134464,2.2128608948,-0.0223274857,-3.8415647291,-1.1180201574,-0.4605134464,2.2128608948,-0.0223274857,0.5390164351,-3.8415647291,-1.1180201574,-0.4605134464,2.2128608948,-0.0223274857,0.5390164351,-0.0962385187,-3.8415647291,-1.1180201574,-0.4605134464,2.2128608948,-0.0223274857,0.5390164351,-0.0962385187,-0.8059554609,-3.8415647291,-1.1180201574,-0.4605134464,2.2128608948,-0.0223274857,0.5390164351,-0.0962385187,-0.8059554609,0.0253986273,0,0,0,0,0,0,0
INFO ASKFORINFO,6,0,2,,0,-1,,1,,,10.380952381,0,1,7,0,0,4,4,2,1,0,422,422,0,233,261,5,,,4,,,,,4,,s,228,6,Wenn SIe eine dieser Optionen gleich hier einrichten möchten sagen Sie einfach buchen.,,261,13,13,0,4,-0.3038579602,-0.3038579602,1.1756680552,-0.3038579602,1.1756680552,1.0799726017,-0.3038579602,1.1756680552,1.0799726017,1.1771936983,-0.3038579602,1.1756680552,1.0799726017,1.1771936983,0.1780447745,-0.3038579602,1.1756680552,1.0799726017,1.1771936983,0.1780447745,-0.0840289729,-0.3038579602,1.1756680552,1.0799726017,1.1771936983,0.1780447745,-0.0840289729,0.0797450043,-0.3038579602,1.1756680552,1.0799726017,1.1771936983,0.1780447745,-0.0840289729,0.0797450043,0.4579205624,-0.3038579602,1.1756680552,1.0799726017,1.1771936983,0.1780447745,-0.0840289729,0.0797450043,0.4579205624,0.0671581559,0,1,0,1,0,0,0
INFO ASKCONFIRM,7,0,2,,0,-1,,1,,,10.1739130435,0,2,7,0,0,5,4,2,1,0,449,449,0,250,261,15,,,4,,,,,4,,s,235,6,Okay Sie möchten eine Tarifoption einrichten. Zunächst Ihr Status. Xtra Weekend ist noch nicht für Sie eingerichtet. Okay soweit Ihr Status. Möchten Sie Xtra Weekend nun buchen?,,261,27,27,0,4,-0.9165419378,-0.9165419378,0.872948602,-0.9165419378,0.872948602,0.7830384449,-0.9165419378,0.872948602,0.7830384449,1.4339191699,-0.9165419378,0.872948602,0.7830384449,1.4339191699,0.0573925203,-0.9165419378,0.872948602,0.7830384449,1.4339191699,0.0573925203,-0.0418760747,-0.9165419378,0.872948602,0.7830384449,1.4339191699,0.0573925203,-0.0418760747,0.0355890545,-0.9165419378,0.872948602,0.7830384449,1.4339191699,0.0573925203,-0.0418760747,0.0355890545,0.2112835852,-0.9165419378,0.872948602,0.7830384449,1.4339191699,0.0573925203,-0.0418760747,0.0355890545,0.2112835852,-0.1270738735,1,0,0,1,0,0,0
ASKFORINFO NAV,10,0,2,,0,-1,,1,,,9.88,0,2,8,0,0,5,5,2,1,0,472,472,0,264,261,11,,,4,,,,,4,,s,253,6,Okay damit verlassen Sie diesen Dialogzweig ohne Änderungen. #NS Sie befinden sich nun wieder am Start. Was kann ich noch für Sie tun?,,261,23,23,0,4,-0.7102296174,-0.7102296174,1.0785298531,-0.7102296174,1.0785298531,0.8524266171,-0.7102296174,1.0785298531,0.8524266171,1.4268909111,-0.7102296174,1.0785298531,0.8524266171,1.4268909111,0.0051623804,-0.7102296174,1.0785298531,0.8524266171,1.4268909111,0.0051623804,-0.1202074715,-0.7102296174,1.0785298531,0.8524266171,1.4268909111,0.0051623804,-0.1202074715,0.0429560859,-0.7102296174,1.0785298531,0.8524266171,1.4268909111,0.0051623804,-0.1202074715,0.0429560859,0.2711588405,-0.7102296174,1.0785298531,0.8524266171,1.4268909111,0.0051623804,-0.1202074715,0.0429560859,0.2711588405,-0.0142250889,0,1,0,1,1,0,0
INFO ASKFORINFO NAV,14,0,2,,0,-1,,1,,,9.6666666667,0,2,9,0,0,6,6,2,1,0,499,499,0,282,261,12,,,4,,4,4,4,4,,s,270,6,Oh ich sehe gerade Xtra Web'n'Walk Starter ist bereits für Sie eingerichtet. #NS Sie befinden sich nun wieder am Start. Was kann ich noch für Sie tun?,,261,27,27,0,4,-0.8239459794,-0.8239459794,1.1011463975,-0.8239459794,1.1011463975,0.7744196231,-0.8239459794,1.1011463975,0.7744196231,1.5341065573,-0.8239459794,1.1011463975,0.7744196231,1.5341065573,-0.0876216379,-0.8239459794,1.1011463975,0.7744196231,1.5341065573,-0.0876216379,-0.1599449013,-0.8239459794,1.1011463975,0.7744196231,1.5341065573,-0.0876216379,-0.1599449013,0.0301893727,-0.8239459794,1.1011463975,0.7744196231,1.5341065573,-0.0876216379,-0.1599449013,0.0301893727,0.2088569093,-0.8239459794,1.1011463975,0.7744196231,1.5341065573,-0.0876216379,-0.1599449013,0.0301893727,0.2088569093,0.0239405972,0,1,0,1,1,0,0
ASKCONFIRM,16,0,2,,0,-1,,1,,,9.9655172414,0,3,9,0,0,6,6,2,1,0,554,554,0,312,261,25,,,4,,,,,4,,s,287,6,Bevor ich Sie gleich um Bestätigung bitte möchte ich noch auf Folgendes hinweisen. Die Tarifoption Xtra Weekend kostet monatlich vier Euro neunundneunzig. Der Betrag wird von Ihrem Xtra-Guthaben abgezogen. Sollten Sie nicht über genügend Guthaben verfügen ruht die Option bis zur Wiederaufladung. Nun zu Ihrem Buchungswunsch. Sie möchten jetzt Xtra Weekend einrichten ist das richtig?,,261,55,55,0,4,-1.7858809325,-1.7858809325,0.6487106881,-1.7858809325,0.6487106881,0.3040089369,-1.7858809325,0.6487106881,0.3040089369,1.9490960958,-1.7858809325,0.6487106881,0.3040089369,1.9490960958,-0.2960795757,-1.7858809325,0.6487106881,0.3040089369,1.9490960958,-0.2960795757,-0.0996855241,-1.7858809325,0.6487106881,0.3040089369,1.9490960958,-0.2960795757,-0.0996855241,-0.0330569803,-1.7858809325,0.6487106881,0.3040089369,1.9490960958,-0.2960795757,-0.0996855241,-0.0330569803,-0.1759968353,-1.7858809325,0.6487106881,0.3040089369,1.9490960958,-0.2960795757,-0.0996855241,-0.0330569803,-0.1759968353,-0.0100866059,1,0,0,0,0,0,0
,0,0,2,,0,-1,,1,,,9.7419354839,0,3,9,0,0,6,6,2,1,0,573,573,0,326,261,10,2,1,5,5,,,,5,5,s,316,6,Vielen Dank. Sofern Sie über ein entsprechendes Xtra-Guthaben verfügen wird die gewünschte Änderung in Kürze für Sie durchgeführt. #NS,,261,19,19,0,5,-0.6446920002,-0.6446920002,1.4418031315,-0.6446920002,1.4418031315,0.7844320398,-0.6446920002,1.4418031315,0.7844320398,1.6575382907,-0.6446920002,1.4418031315,0.7844320398,1.6575382907,-0.279558286,-0.6446920002,1.4418031315,0.7844320398,1.6575382907,-0.279558286,-0.3361793735,-0.6446920002,1.4418031315,0.7844320398,1.6575382907,-0.279558286,-0.3361793735,0.0174196085,-0.6446920002,1.4418031315,0.7844320398,1.6575382907,-0.279558286,-0.3361793735,0.0174196085,0.2174447171,-0.6446920002,1.4418031315,0.7844320398,1.6575382907,-0.279558286,-0.3361793735,0.0174196085,0.2174447171,-0.0544956129,0,0,0,0,0,0,0
,0,1,2,oh die tarife time mochte ich buchen,54,13,28,1,54,13,10.1515151515,0,3,9,0,0,6,6,2,1,0,579,573,6,25,261,2,,,3,,,,,,,u,23,6,,Welche Tarife kann könnte ich buchen?,261,6,0,6,3,2.9727088499,2.9727088499,-2.3885969515,2.9727088499,-2.3885969515,-0.076470625,2.9727088499,-2.3885969515,-0.076470625,1.9895001389,2.9727088499,-2.3885969515,-0.076470625,1.9895001389,1.4748947432,2.9727088499,-2.3885969515,-0.076470625,1.9895001389,1.4748947432,-1.1026814209,2.9727088499,-2.3885969515,-0.076470625,1.9895001389,1.4748947432,-1.1026814209,-0.6849720751,2.9727088499,-2.3885969515,-0.076470625,1.9895001389,1.4748947432,-1.1026814209,-0.6849720751,0.7595278661,2.9727088499,-2.3885969515,-0.076470625,1.9895001389,1.4748947432,-1.1026814209,-0.6849720751,0.7595278661,0.068081811,0,0,0,0,0,0,0
,0,3,2,nein,79,0,62,1,66.5,6.5,9.8529411765,0,3,9,0,0,6,6,2,1,0,580,573,7,59,261,0,,,2,,,,,2,,u,59,6,,Nein.,261,1,0,1,2,1.4653624756,1.4653624756,-0.0721642766,1.4653624756,-0.0721642766,1.0134109449,1.4653624756,-0.0721642766,1.0134109449,0.7225790335,1.4653624756,-0.0721642766,1.0134109449,0.7225790335,1.2788081396,1.4653624756,-0.0721642766,1.0134109449,0.7225790335,1.2788081396,0.2183341227,1.4653624756,-0.0721642766,1.0134109449,0.7225790335,1.2788081396,0.2183341227,1.2944778427,1.4653624756,-0.0721642766,1.0134109449,0.7225790335,1.2788081396,0.2183341227,1.2944778427,-0.7643887824,1.4653624756,-0.0721642766,1.0134109449,0.7225790335,1.2788081396,0.2183341227,1.2944778427,-0.7643887824,0.0667671708,0,0,0,0,0,0,0
,0,1,2,tarif horen,64,5,73,1,65.6666666667,6,9.6285714286,0,3,9,0,0,6,6,2,1,0,581,573,8,71,261,2,,,2,,,,,2,,u,69,6,,Tarife.,261,1,0,1,2,1.5637973262,1.5637973262,-0.5966499101,1.5637973262,-0.5966499101,0.6100425033,1.5637973262,-0.5966499101,0.6100425033,1.217958122,1.5637973262,-0.5966499101,0.6100425033,1.217958122,1.1367626841,1.5637973262,-0.5966499101,0.6100425033,1.217958122,1.1367626841,-0.2328493979,1.5637973262,-0.5966499101,0.6100425033,1.217958122,1.1367626841,-0.2328493979,1.1684632699,1.5637973262,-0.5966499101,0.6100425033,1.217958122,1.1367626841,-0.2328493979,1.1684632699,0.2417984487,1.5637973262,-0.5966499101,0.6100425033,1.217958122,1.1367626841,-0.2328493979,1.1684632699,0.2417984487,-0.0354440518,0,0,0,0,0,0,0
,0,1,2,tarif xtra card,67,0,94,1,66,4.5,9.3888888889,0,3,9,0,0,6,6,2,1,0,584,573,11,93,261,1,,,4,,,,,4,,u,92,6,,Tarif Xtra Card.,261,3,0,3,4,1.6202350038,1.6202350038,-0.1284245342,1.6202350038,-0.1284245342,0.9489500047,1.6202350038,-0.1284245342,0.9489500047,0.9368068189,1.6202350038,-0.1284245342,0.9489500047,0.9368068189,1.1687544046,1.6202350038,-0.1284245342,0.9489500047,0.9368068189,1.1687544046,-0.0132856009,1.6202350038,-0.1284245342,0.9489500047,0.9368068189,1.1687544046,-0.0132856009,0.2699787978,1.6202350038,-0.1284245342,0.9489500047,0.9368068189,1.1687544046,-0.0132856009,0.2699787978,-0.9702987177,1.6202350038,-0.1284245342,0.9489500047,0.9368068189,1.1687544046,-0.0132856009,0.2699787978,-0.9702987177,0.0540491703,0,0,0,0,0,0,0
,0,3,2,,0,-1,,1,66,4.5,9.1891891892,0,3,9,0,0,6,6,2,1,0,587,573,14,113,261,2,,,4,,,,,4,,u,111,6,,Das ist richtig.,261,3,0,3,4,0.6419861785,0.6419861785,0.4126475492,0.6419861785,0.4126475492,1.3611305109,0.6419861785,0.4126475492,1.3611305109,0.7193585844,0.6419861785,0.4126475492,1.3611305109,0.7193585844,0.897126566,0.6419861785,0.4126475492,1.3611305109,0.7193585844,0.897126566,0.0429328932,0.6419861785,0.4126475492,1.3611305109,0.7193585844,0.897126566,0.0429328932,-1.0226033024,0.6419861785,0.4126475492,1.3611305109,0.7193585844,0.897126566,0.0429328932,-1.0226033024,0.1735097356,0.6419861785,0.4126475492,1.3611305109,0.7193585844,0.897126566,0.0429328932,-1.0226033024,0.1735097356,-0.0071139695,0,0,0,0,0,0,0
,0,2,2,,0,-1,,1,66,4.5,9,0,3,9,0,0,6,6,2,1,0,590,573,17,120,261,2,,,4,,,,,4,,u,118,6,,Das ist richtig.,261,3,0,3,4,0.6377705383,0.6377705383,0.4464129087,0.6377705383,0.4464129087,1.3483553734,0.6377705383,0.4464129087,1.3483553734,0.7489215992,0.6377705383,0.4464129087,1.3483553734,0.7489215992,0.8640949061,0.6377705383,0.4464129087,1.3483553734,0.7489215992,0.8640949061,0.0205583266,0.6377705383,0.4464129087,1.3483553734,0.7489215992,0.8640949061,0.0205583266,-1.0259548316,0.6377705383,0.4464129087,1.3483553734,0.7489215992,0.8640949061,0.0205583266,-1.0259548316,0.1633583309,0.6377705383,0.4464129087,1.3483553734,0.7489215992,0.8640949061,0.0205583266,-1.0259548316,0.1633583309,-0.0072981428,0,0,0,0,0,0,0
,0,2,2,,0,-1,,1,66,4.5,8.7948717949,0,3,9,0,0,6,6,2,1,0,591,573,18,133,261,1,,,4,,4,4,4,4,,u,132,6,,Ja.,261,1,0,1,4,0.3015300843,0.3015300843,0.7915409247,0.3015300843,0.7915409247,1.3948607507,0.3015300843,0.7915409247,1.3948607507,0.6938818761,0.3015300843,0.7915409247,1.3948607507,0.6938818761,0.7195289788,0.3015300843,0.7915409247,1.3948607507,0.6938818761,0.7195289788,0.107128365,0.3015300843,0.7915409247,1.3948607507,0.6938818761,0.7195289788,0.107128365,-0.2472326331,0.3015300843,0.7915409247,1.3948607507,0.6938818761,0.7195289788,0.107128365,-0.2472326331,0.5407752815,0.3015300843,0.7915409247,1.3948607507,0.6938818761,0.7195289788,0.107128365,-0.2472326331,0.5407752815,0.0024433156,0,0,0,0,0,0,0
,0,1,2,,0,-1,,1,66,4.5,8.6,0,3,9,0,0,6,6,2,1,0,592,573,19,151,261,1,,,4,,,,,4,,u,150,6,,Tarifoptionen.,261,1,0,1,4,0.2906898668,0.2906898668,0.8783661349,0.2906898668,0.8783661349,1.3620103971,0.2906898668,0.8783661349,1.3620103971,0.769901057,0.2906898668,0.8783661349,1.3620103971,0.769901057,0.6345904247,0.2906898668,0.8783661349,1.3620103971,0.769901057,0.6345904247,0.0495937654,0.2906898668,0.8783661349,1.3620103971,0.769901057,0.6345904247,0.0495937654,-0.255850851,0.2906898668,0.8783661349,1.3620103971,0.769901057,0.6345904247,0.0495937654,-0.255850851,0.5146716692,0.2906898668,0.8783661349,1.3620103971,0.769901057,0.6345904247,0.0495937654,-0.255850851,0.5146716692,0.0019697271,0,0,0,0,0,0,0
,0,1,2,,0,-1,,1,66,4.5,8.4634146341,0,3,9,0,0,6,6,2,1,0,595,573,22,168,261,3,2,1,4,4,4,,4,4,4,u,165,6,,Informationen zu Tarifoptionen.,261,3,0,3,4,0.5715741393,0.5715741393,0.653332847,0.5715741393,0.653332847,1.244160495,0.5715741393,0.653332847,1.244160495,0.9632920223,0.5715741393,0.653332847,1.244160495,0.9632920223,0.6355961901,0.5715741393,0.653332847,1.244160495,0.9632920223,0.6355961901,-0.1276055744,0.5715741393,0.653332847,1.244160495,0.9632920223,0.6355961901,-0.1276055744,-1.0522439442,0.5715741393,0.653332847,1.244160495,0.9632920223,0.6355961901,-0.1276055744,-1.0522439442,0.0790887828,0.5715741393,0.653332847,1.244160495,0.9632920223,0.6355961901,-0.1276055744,-1.0522439442,0.0790887828,-0.0591798475,0,0,0,0,0,0,0
,0,3,2,buchen,78,5,229,1,68.4,4.6,8.2857142857,0,3,9,0,0,6,6,2,1,0,596,573,23,223,261,1,,,4,,,,,4,,u,222,6,,Nein.,261,1,0,1,4,1.6881202619,1.6881202619,0.0886376399,1.6881202619,0.0886376399,0.2701096999,1.6881202619,0.0886376399,0.2701096999,1.8941028064,1.6881202619,0.0886376399,0.2701096999,1.8941028064,0.4598079585,1.6881202619,0.0886376399,0.2701096999,1.8941028064,0.4598079585,-0.7300016314,1.6881202619,0.0886376399,0.2701096999,1.8941028064,0.4598079585,-0.7300016314,1.3594804144,1.6881202619,0.0886376399,0.2701096999,1.8941028064,0.4598079585,-0.7300016314,1.3594804144,-0.243582995,1.6881202619,0.0886376399,0.2701096999,1.8941028064,0.4598079585,-0.7300016314,1.3594804144,-0.243582995,0.0132054997,0,0,0,0,0,0,0
,0,1,2,,0,-1,,1,68.4,4.6,8.1162790698,1,3,9,0,0,6,6,2,1,1,598,574,24,234,261,1,,,4,,,,,4,,u s,233,6,#NS,Buchen.,261,2,1,1,4,1.0238165766,1.0238165766,1.1669145957,1.0238165766,1.1669145957,0.5465077008,1.0238165766,1.1669145957,0.5465077008,1.3295853772,1.0238165766,1.1669145957,0.5465077008,1.3295853772,-1.162300318,1.0238165766,1.1669145957,0.5465077008,1.3295853772,-1.162300318,2.0944069314,1.0238165766,1.1669145957,0.5465077008,1.3295853772,-1.162300318,2.0944069314,-0.5171867547,1.0238165766,1.1669145957,0.5465077008,1.3295853772,-1.162300318,2.0944069314,-0.5171867547,0.6965073807,1.0238165766,1.1669145957,0.5465077008,1.3295853772,-1.162300318,2.0944069314,-0.5171867547,0.6965073807,-0.03441211,0,0,0,0,0,0,0
,0,3,2,,0,-1,,1,68.4,4.6,7.9545454545,0,3,9,0,0,6,6,2,1,1,599,574,25,251,261,1,,,4,,,,,4,,u,250,6,,Nein.,261,1,0,1,4,0.2304664357,0.2304664357,1.3607284134,0.2304664357,1.3607284134,1.179508433,0.2304664357,1.3607284134,1.179508433,1.1922298392,0.2304664357,1.3607284134,1.179508433,1.1922298392,0.1627095688,0.2304664357,1.3607284134,1.179508433,1.1922298392,0.1627095688,-0.2700428994,0.2304664357,1.3607284134,1.179508433,1.1922298392,0.1627095688,-0.2700428994,-0.3037298395,0.2304664357,1.3607284134,1.179508433,1.1922298392,0.1627095688,-0.2700428994,-0.3037298395,0.369651601,0.2304664357,1.3607284134,1.179508433,1.1922298392,0.1627095688,-0.2700428994,-0.3037298395,0.369651601,-0.0006613202,0,0,0,0,0,0,0
,0,1,2,,0,-1,,1,68.4,4.6,7.8666666667,0,3,9,0,0,6,6,2,1,1,604,574,30,268,261,4,,,4,,,,,4,,u,264,6,,Xtra-Option Web and Walk buchen.,261,5,0,5,4,0.8397621162,0.8397621162,0.8532742057,0.8397621162,0.8532742057,0.9914278983,0.8397621162,0.8532742057,0.9914278983,1.4955632693,0.8397621162,0.8532742057,0.9914278983,1.4955632693,0.2469367502,0.8397621162,0.8532742057,0.9914278983,1.4955632693,0.2469367502,-0.575365044,0.8397621162,0.8532742057,0.9914278983,1.4955632693,0.2469367502,-0.575365044,-1.8850693996,0.8397621162,0.8532742057,0.9914278983,1.4955632693,0.2469367502,-0.575365044,-1.8850693996,-0.4622008449,0.8397621162,0.8532742057,0.9914278983,1.4955632693,0.2469367502,-0.575365044,-1.8850693996,-0.4622008449,-0.0718943894,0,0,0,0,0,0,0
,0,1,2,,0,-1,,1,68.4,4.6,7.7391304348,0,3,9,0,0,6,6,2,1,1,607,574,33,284,261,2,2,1,4,4,4,4,4,4,4,u,282,6,,Xtra Weekend buchen.,261,3,0,3,4,0.5390041114,0.5390041114,1.2374870455,0.5390041114,1.2374870455,1.0490521522,0.5390041114,1.2374870455,1.0490521522,1.4415408021,0.5390041114,1.2374870455,1.0490521522,1.4415408021,0.0902103025,0.5390041114,1.2374870455,1.0490521522,1.4415408021,0.0902103025,-0.5036458035,0.5390041114,1.2374870455,1.0490521522,1.4415408021,0.0902103025,-0.5036458035,-1.1044763726,0.5390041114,1.2374870455,1.0490521522,1.4415408021,0.0902103025,-0.5036458035,-1.1044763726,-0.074474581,0.5390041114,1.2374870455,1.0490521522,1.4415408021,0.0902103025,-0.5036458035,-1.1044763726,-0.074474581,-0.0116130604,0,0,0,0,0,0,0
